Sample_ID,Moisture (%),Time (day),Temperature (°C),pH,Risk_Level,Rule_Source,Data_Type
P3240,13.5,3,42.0,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3241,14.0,3,42.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3242,14.0,3,42.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3243,0.0,3,42.5,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3244,3.0,3,42.5,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3245,4.0,3,42.5,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3246,0.5,3,43.0,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3247,4.5,3,43.0,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3248,5.0,3,43.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3249,5.5,3,43.0,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3250,7.5,3,43.0,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3251,13.5,3,43.0,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3252,0.5,3,43.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3253,7.0,3,43.5,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3254,7.5,3,43.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3255,11.0,3,43.5,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3256,13.5,3,43.5,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3257,14.5,3,43.5,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3258,1.0,3,44.0,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3259,2.0,3,44.0,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3260,2.0,3,44.0,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3261,3.0,3,44.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3262,5.0,3,44.0,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3263,8.5,3,44.0,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3264,9.5,3,44.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3265,2.5,3,44.5,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3266,3.5,3,44.5,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3267,3.5,3,44.5,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3268,4.5,3,44.5,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3269,6.0,3,44.5,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3270,6.5,3,44.5,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3271,7.5,3,44.5,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3272,7.5,3,44.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3273,8.5,3,44.5,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3274,9.5,3,44.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3275,10.0,3,44.5,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3276,2.0,3,45.0,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3277,5.5,3,45.0,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3278,6.0,3,45.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3279,10.5,3,45.0,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3280,12.0,3,45.0,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3281,14.5,3,45.0,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3282,1.0,6,10.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3283,5.5,6,10.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3284,8.0,6,10.0,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3285,9.0,6,10.0,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3286,9.5,6,10.0,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3287,11.0,6,10.0,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3288,13.0,6,10.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3289,0.0,6,10.5,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3290,2.5,6,10.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3291,7.0,6,10.5,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3292,7.5,6,10.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3293,2.0,6,11.0,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3294,6.0,6,11.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3295,7.0,6,11.0,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3296,8.0,6,11.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3297,8.0,6,11.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3298,12.5,6,11.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3299,4.0,6,11.5,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3300,6.0,6,11.5,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3301,9.0,6,11.5,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3302,10.5,6,11.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3303,14.5,6,11.5,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3304,0.0,6,12.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3305,0.5,6,12.0,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3306,1.5,6,12.0,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3307,4.0,6,12.0,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3308,7.5,6,12.0,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3309,7.5,6,12.0,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3310,8.0,6,12.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3311,10.5,6,12.0,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3312,11.0,6,12.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3313,12.0,6,12.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3314,1.5,6,12.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3315,5.0,6,12.5,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3316,2.5,6,13.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3317,2.5,6,13.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3318,5.5,6,13.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3319,12.0,6,13.0,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3320,14.0,6,13.0,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3321,3.0,6,13.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3322,4.5,6,13.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3323,6.5,6,13.5,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3324,9.0,6,13.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3325,9.5,6,13.5,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3326,10.0,6,13.5,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3327,13.5,6,13.5,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3328,2.5,6,14.0,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3329,2.5,6,14.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3330,3.0,6,14.0,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3331,5.0,6,14.0,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3332,5.5,6,14.0,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3333,7.5,6,14.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3334,10.0,6,14.0,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3335,2.0,6,14.5,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3336,2.0,6,14.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3337,4.5,6,14.5,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3338,5.5,6,14.5,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3339,11.5,6,14.5,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3340,12.5,6,14.5,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3341,2.0,6,40.5,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3342,2.0,6,40.5,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3343,3.5,6,40.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3344,5.5,6,40.5,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3345,10.0,6,40.5,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3346,11.0,6,40.5,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3347,13.0,6,40.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3348,0.5,6,41.0,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3349,1.0,6,41.0,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3350,2.0,6,41.0,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3351,9.5,6,41.0,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3352,10.5,6,41.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3353,13.0,6,41.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3354,13.0,6,41.0,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3355,13.5,6,41.0,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3356,0.0,6,41.5,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3357,0.0,6,41.5,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3358,0.5,6,41.5,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3359,0.5,6,41.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3360,3.0,6,41.5,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3361,3.0,6,41.5,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3362,3.5,6,41.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3363,4.0,6,41.5,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3364,9.0,6,41.5,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3365,11.0,6,41.5,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3366,11.5,6,41.5,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3367,12.5,6,41.5,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3368,12.5,6,41.5,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3369,14.5,6,41.5,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3370,0.5,6,42.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3371,9.0,6,42.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3372,10.5,6,42.0,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3373,13.0,6,42.0,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3374,13.0,6,42.0,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3375,0.5,6,42.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3376,2.5,6,42.5,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3377,3.0,6,42.5,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3378,3.0,6,42.5,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3379,5.0,6,42.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3380,9.5,6,42.5,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3381,11.5,6,42.5,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3382,11.5,6,42.5,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3383,13.0,6,42.5,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3384,14.5,6,42.5,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3385,0.0,6,43.0,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3386,1.5,6,43.0,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3387,2.5,6,43.0,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3388,3.5,6,43.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3389,4.0,6,43.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3390,4.0,6,43.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3391,4.5,6,43.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3392,7.0,6,43.0,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3393,9.0,6,43.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3394,9.0,6,43.0,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3395,12.0,6,43.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3396,12.0,6,43.0,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3397,13.0,6,43.0,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3398,13.0,6,43.0,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3399,4.5,6,43.5,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3400,5.0,6,43.5,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3401,6.0,6,43.5,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3402,8.5,6,43.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3403,14.5,6,43.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3404,6.5,6,44.0,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3405,8.0,6,44.0,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3406,8.5,6,44.0,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3407,10.5,6,44.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3408,14.0,6,44.0,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3409,1.5,6,44.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3410,3.0,6,44.5,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3411,4.0,6,44.5,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3412,5.5,6,44.5,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3413,10.5,6,44.5,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3414,12.5,6,44.5,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3415,1.0,6,45.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3416,3.0,6,45.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3417,3.0,6,45.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3418,4.0,6,45.0,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3419,7.5,6,45.0,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3420,8.0,6,45.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3421,8.5,6,45.0,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3422,11.0,6,45.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3423,11.0,6,45.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3424,11.5,6,45.0,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3425,12.5,6,45.0,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3426,13.5,6,45.0,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3427,14.5,6,45.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3428,0.0,10,10.0,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3429,2.0,10,10.0,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3430,2.5,10,10.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3431,2.5,10,10.0,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3432,4.5,10,10.0,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3433,7.0,10,10.0,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3434,7.0,10,10.0,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3435,10.5,10,10.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3436,11.0,10,10.0,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3437,13.5,10,10.0,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3438,1.5,10,10.5,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3439,3.5,10,10.5,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3440,8.0,10,10.5,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3441,8.5,10,10.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3442,11.5,10,10.5,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3443,13.5,10,10.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3444,14.0,10,10.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3445,0.0,10,11.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3446,0.0,10,11.0,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3447,0.5,10,11.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3448,5.0,10,11.0,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3449,5.5,10,11.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3450,5.5,10,11.0,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
